museum_id,object_id,image_url,http_ok,status_code,content_type,local_file_ok,valid
2,50114,"https://nrs.harvard.edu/urn-3:huam:COIN13960_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50115,"https://nrs.harvard.edu/urn-3:huam:COIN13966_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,50116,"https://nrs.harvard.edu/urn-3:huam:COIN13967_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,52757,"https://nrs.harvard.edu/urn-3:HUAM:INV013169_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,54111,"https://nrs.harvard.edu/urn-3:HUAM:817434/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,54270,"https://nrs.harvard.edu/urn-3:HUAM:INV013183_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,54271,"https://nrs.harvard.edu/urn-3:HUAM:INV013119_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,54272,"https://nrs.harvard.edu/urn-3:HUAM:INV013101_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,54285,"https://nrs.harvard.edu/urn-3:HUAM:INV013166_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,54286,"https://nrs.harvard.edu/urn-3:HUAM:INV013171_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,54287,"https://nrs.harvard.edu/urn-3:HUAM:INV013132_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,54288,"https://nrs.harvard.edu/urn-3:HUAM:INV013103_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,54289,"https://nrs.harvard.edu/urn-3:HUAM:INV013141_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
