canonical_id,entity_type,label,norm_label,uri,external_id,source_count
entity:culture:chinese-in-indonesia,Culture,Chinese (in Indonesia?),chinese in indonesia,https://kg.overseas-chinese-artifacts.local/entity/culture/chinese-in-indonesia,,1
entity:culture:chinese-khotan-chinese-turkestan,Culture,"Chinese (Khotan, Chinese Turkestan)",chinese khotan chinese turkestan,https://kg.overseas-chinese-artifacts.local/entity/culture/chinese-khotan-chinese-turkestan,,1
entity:culture:chinese-manchu,Culture,Chinese (Manchu),chinese manchu,https://kg.overseas-chinese-artifacts.local/entity/culture/chinese-manchu,,7
entity:culture:chinese-or-japanese,Culture,Chinese or Japanese,chinese or japanese,https://kg.overseas-chinese-artifacts.local/entity/culture/chinese-or-japanese,,2
entity:culture:chinese-tibetan-style,Culture,"Chinese, Tibetan style",chinese tibetan style,https://kg.overseas-chinese-artifacts.local/entity/culture/chinese-tibetan-style,,1
entity:culture:chrysanthemum,Culture,Chrysanthemum,chrysanthemum,https://kg.overseas-chinese-artifacts.local/entity/culture/chrysanthemum,,4
entity:culture:cicada,Culture,Cicada,cicada,https://kg.overseas-chinese-artifacts.local/entity/culture/cicada,,6
entity:culture:cintamani,Culture,Cintamani,cintamani,https://kg.overseas-chinese-artifacts.local/entity/culture/cintamani,,5
entity:culture:cities-and-towns,Culture,Cities and towns,cities and towns,https://kg.overseas-chinese-artifacts.local/entity/culture/cities-and-towns,,1
entity:culture:citron,Culture,Citron,citron,https://kg.overseas-chinese-artifacts.local/entity/culture/citron,,1
entity:culture:cityscapes,Culture,Cityscapes,cityscapes,https://kg.overseas-chinese-artifacts.local/entity/culture/cityscapes,,4
entity:culture:civil-rights,Culture,Civil rights,civil rights,https://kg.overseas-chinese-artifacts.local/entity/culture/civil-rights,,1
entity:culture:cloisonn,Culture,CloisonnÃ©,cloisonnã©,https://kg.overseas-chinese-artifacts.local/entity/culture/cloisonn,,1
entity:culture:clothing-and-dress,Culture,Clothing and dress,clothing and dress,https://kg.overseas-chinese-artifacts.local/entity/culture/clothing-and-dress,,13
entity:culture:cloud,Culture,Cloud,cloud,https://kg.overseas-chinese-artifacts.local/entity/culture/cloud,,7
entity:culture:coasts,Culture,Coasts,coasts,https://kg.overseas-chinese-artifacts.local/entity/culture/coasts,,1
entity:culture:cobalt-pigment,Culture,Cobalt pigment,cobalt pigment,https://kg.overseas-chinese-artifacts.local/entity/culture/cobalt-pigment,,2
entity:culture:coins,Culture,Coins,coins,https://kg.overseas-chinese-artifacts.local/entity/culture/coins,,3
entity:culture:commercial,Culture,Commercial,commercial,https://kg.overseas-chinese-artifacts.local/entity/culture/commercial,,2
entity:culture:conch-shell,Culture,Conch shell,conch shell,https://kg.overseas-chinese-artifacts.local/entity/culture/conch-shell,,1
entity:culture:concubine,Culture,Concubine,concubine,https://kg.overseas-chinese-artifacts.local/entity/culture/concubine,,4
entity:culture:confucius,Culture,Confucius,confucius,https://kg.overseas-chinese-artifacts.local/entity/culture/confucius,,2
entity:culture:containers,Culture,Containers,containers,https://kg.overseas-chinese-artifacts.local/entity/culture/containers,,4
entity:culture:cooking,Culture,Cooking,cooking,https://kg.overseas-chinese-artifacts.local/entity/culture/cooking,,8
entity:culture:copp-collection,Culture,Copp Collection,copp collection,https://kg.overseas-chinese-artifacts.local/entity/culture/copp-collection,,2
entity:culture:copper-green-glaze,Culture,Copper-green glaze,copper-green glaze,https://kg.overseas-chinese-artifacts.local/entity/culture/copper-green-glaze,,1
entity:culture:copper-green-lead-glaze,Culture,Copper-green lead glaze,copper-green lead glaze,https://kg.overseas-chinese-artifacts.local/entity/culture/copper-green-lead-glaze,,2
entity:culture:copy,Culture,Copy,copy,https://kg.overseas-chinese-artifacts.local/entity/culture/copy,,2
entity:culture:cormorant,Culture,Cormorant,cormorant,https://kg.overseas-chinese-artifacts.local/entity/culture/cormorant,,3
entity:culture:coromandel,Culture,Coromandel,coromandel,https://kg.overseas-chinese-artifacts.local/entity/culture/coromandel,,1
entity:culture:couching-embroidering,Culture,Couching (embroidering),couching embroidering,https://kg.overseas-chinese-artifacts.local/entity/culture/couching-embroidering,,1
entity:culture:court,Culture,Court,court,https://kg.overseas-chinese-artifacts.local/entity/culture/court,,1
entity:culture:courting,Culture,Courting,courting,https://kg.overseas-chinese-artifacts.local/entity/culture/courting,,1
entity:culture:cows,Culture,Cows,cows,https://kg.overseas-chinese-artifacts.local/entity/culture/cows,,1
entity:culture:craftsmanship,Culture,Craftsmanship,craftsmanship,https://kg.overseas-chinese-artifacts.local/entity/culture/craftsmanship,,4
entity:culture:crane,Culture,Crane,crane,https://kg.overseas-chinese-artifacts.local/entity/culture/crane,,9
entity:culture:crow,Culture,Crow,crow,https://kg.overseas-chinese-artifacts.local/entity/culture/crow,,1
entity:culture:cut-velvet,Culture,Cut velvet,cut velvet,https://kg.overseas-chinese-artifacts.local/entity/culture/cut-velvet,,1
entity:culture:cymbal,Culture,Cymbal,cymbal,https://kg.overseas-chinese-artifacts.local/entity/culture/cymbal,,2
entity:culture:dagger,Culture,Dagger,dagger,https://kg.overseas-chinese-artifacts.local/entity/culture/dagger,,1
entity:culture:dance,Culture,Dance,dance,https://kg.overseas-chinese-artifacts.local/entity/culture/dance,,5
entity:culture:dancer,Culture,Dancer,dancer,https://kg.overseas-chinese-artifacts.local/entity/culture/dancer,,7
entity:culture:daoism,Culture,Daoism,daoism,https://kg.overseas-chinese-artifacts.local/entity/culture/daoism,,18
entity:culture:daoist-immortals,Culture,Daoist Immortals,daoist immortals,https://kg.overseas-chinese-artifacts.local/entity/culture/daoist-immortals,,13
entity:culture:daylily,Culture,Daylily,daylily,https://kg.overseas-chinese-artifacts.local/entity/culture/daylily,,1
entity:culture:demon,Culture,Demon,demon,https://kg.overseas-chinese-artifacts.local/entity/culture/demon,,8
entity:culture:description-and-travel,Culture,Description and travel,description and travel,https://kg.overseas-chinese-artifacts.local/entity/culture/description-and-travel,,20
entity:culture:deva,Culture,Deva,deva,https://kg.overseas-chinese-artifacts.local/entity/culture/deva,,1
entity:culture:dharmacakra,Culture,Dharmacakra,dharmacakra,https://kg.overseas-chinese-artifacts.local/entity/culture/dharmacakra,,4
entity:culture:dhayanibuddha,Culture,Dhayanibuddha,dhayanibuddha,https://kg.overseas-chinese-artifacts.local/entity/culture/dhayanibuddha,,1
entity:culture:dinners-and-dining,Culture,Dinners and dining,dinners and dining,https://kg.overseas-chinese-artifacts.local/entity/culture/dinners-and-dining,,7
entity:culture:disciple,Culture,Disciple,disciple,https://kg.overseas-chinese-artifacts.local/entity/culture/disciple,,1
entity:culture:dogs,Culture,Dogs,dogs,https://kg.overseas-chinese-artifacts.local/entity/culture/dogs,,7
entity:culture:domestic,Culture,Domestic,domestic,https://kg.overseas-chinese-artifacts.local/entity/culture/domestic,,2
entity:culture:domestic-life,Culture,Domestic life,domestic life,https://kg.overseas-chinese-artifacts.local/entity/culture/domestic-life,,7
entity:culture:donkey,Culture,Donkey,donkey,https://kg.overseas-chinese-artifacts.local/entity/culture/donkey,,6
entity:culture:dove,Culture,Dove,dove,https://kg.overseas-chinese-artifacts.local/entity/culture/dove,,1
entity:culture:dragon,Culture,Dragon,dragon,https://kg.overseas-chinese-artifacts.local/entity/culture/dragon,,69
entity:culture:dragon-boat-festival,Culture,Dragon Boat Festival,dragon boat festival,https://kg.overseas-chinese-artifacts.local/entity/culture/dragon-boat-festival,,1
entity:culture:drama-theatre,Culture,Drama (Theatre),drama theatre,https://kg.overseas-chinese-artifacts.local/entity/culture/drama-theatre,,3
entity:culture:dreaming,Culture,Dreaming,dreaming,https://kg.overseas-chinese-artifacts.local/entity/culture/dreaming,,1
entity:culture:dress-accessories,Culture,Dress accessories,dress accessories,https://kg.overseas-chinese-artifacts.local/entity/culture/dress-accessories,,8
entity:culture:drug-use,Culture,Drug use,drug use,https://kg.overseas-chinese-artifacts.local/entity/culture/drug-use,,1
entity:culture:drums-membranophones,Culture,Drums (Membranophones),drums membranophones,https://kg.overseas-chinese-artifacts.local/entity/culture/drums-membranophones,,3
entity:culture:ducks,Culture,Ducks,ducks,https://kg.overseas-chinese-artifacts.local/entity/culture/ducks,,16
entity:culture:dwellings,Culture,Dwellings,dwellings,https://kg.overseas-chinese-artifacts.local/entity/culture/dwellings,,3
entity:culture:eagles,Culture,Eagles,eagles,https://kg.overseas-chinese-artifacts.local/entity/culture/eagles,,5
entity:culture:eastern-wei-dynasty-534-550,Culture,Eastern Wei dynasty (534 - 550),eastern wei dynasty 534 - 550,https://kg.overseas-chinese-artifacts.local/entity/culture/eastern-wei-dynasty-534-550,,11
entity:culture:eastern-zhou-dynasty-770-221-bce,Culture,Eastern Zhou dynasty (770 - 221 BCE),eastern zhou dynasty 770 - 221 bce,https://kg.overseas-chinese-artifacts.local/entity/culture/eastern-zhou-dynasty-770-221-bce,,163
entity:culture:edo-period-japan-1600-1868,Culture,"Edo period, Japan, (1600 - 1868)",edo period japan 1600 - 1868,https://kg.overseas-chinese-artifacts.local/entity/culture/edo-period-japan-1600-1868,,14
entity:culture:eggplant,Culture,Eggplant,eggplant,https://kg.overseas-chinese-artifacts.local/entity/culture/eggplant,,1
entity:culture:egrets,Culture,Egrets,egrets,https://kg.overseas-chinese-artifacts.local/entity/culture/egrets,,2
entity:culture:eight-views-of-xiao-xiang,Culture,Eight Views of Xiao-Xiang,eight views of xiao-xiang,https://kg.overseas-chinese-artifacts.local/entity/culture/eight-views-of-xiao-xiang,,1
entity:culture:elections,Culture,Elections,elections,https://kg.overseas-chinese-artifacts.local/entity/culture/elections,,1
entity:culture:elephants,Culture,Elephants,elephants,https://kg.overseas-chinese-artifacts.local/entity/culture/elephants,,6
entity:culture:emancipation,Culture,Emancipation,emancipation,https://kg.overseas-chinese-artifacts.local/entity/culture/emancipation,,1
entity:culture:embroidery,Culture,Embroidery,embroidery,https://kg.overseas-chinese-artifacts.local/entity/culture/embroidery,,4
entity:culture:emigration-and-immigration,Culture,Emigration and immigration,emigration and immigration,https://kg.overseas-chinese-artifacts.local/entity/culture/emigration-and-immigration,,3
entity:culture:engraving-incising,Culture,Engraving (incising),engraving incising,https://kg.overseas-chinese-artifacts.local/entity/culture/engraving-incising,,4
entity:culture:entertainers,Culture,Entertainers,entertainers,https://kg.overseas-chinese-artifacts.local/entity/culture/entertainers,,4
entity:culture:erligang-period-early-shang-dynasty-ca-1600-ca-1400-bce,Culture,"Erligang period, Early Shang dynasty (ca. 1600 - ca. 1400 BCE)",erligang period early shang dynasty ca 1600 - ca 1400 bce,https://kg.overseas-chinese-artifacts.local/entity/culture/erligang-period-early-shang-dynasty-ca-1600-ca-1400-bce,,4
entity:culture:falconry,Culture,Falconry,falconry,https://kg.overseas-chinese-artifacts.local/entity/culture/falconry,,1
entity:culture:family,Culture,Family,family,https://kg.overseas-chinese-artifacts.local/entity/culture/family,,5
entity:culture:fans,Culture,Fans,fans,https://kg.overseas-chinese-artifacts.local/entity/culture/fans,,8
entity:culture:farms,Culture,Farms,farms,https://kg.overseas-chinese-artifacts.local/entity/culture/farms,,4
entity:culture:fashion,Culture,Fashion,fashion,https://kg.overseas-chinese-artifacts.local/entity/culture/fashion,,4
entity:culture:female-and-child,Culture,Female and child,female and child,https://kg.overseas-chinese-artifacts.local/entity/culture/female-and-child,,1
entity:culture:festivals,Culture,Festivals,festivals,https://kg.overseas-chinese-artifacts.local/entity/culture/festivals,,5
entity:culture:figure-female,Culture,Figure female,figure female,https://kg.overseas-chinese-artifacts.local/entity/culture/figure-female,,5
entity:culture:figure-group,Culture,Figure group,figure group,https://kg.overseas-chinese-artifacts.local/entity/culture/figure-group,,11
entity:culture:figure-male,Culture,Figure male,figure male,https://kg.overseas-chinese-artifacts.local/entity/culture/figure-male,,6
entity:culture:first-ladies,Culture,First ladies,first ladies,https://kg.overseas-chinese-artifacts.local/entity/culture/first-ladies,,1
entity:culture:fishes,Culture,Fishes,fishes,https://kg.overseas-chinese-artifacts.local/entity/culture/fishes,,4
entity:culture:fishing,Culture,Fishing,fishing,https://kg.overseas-chinese-artifacts.local/entity/culture/fishing,,22
entity:culture:fishmonger,Culture,Fishmonger,fishmonger,https://kg.overseas-chinese-artifacts.local/entity/culture/fishmonger,,1
entity:culture:five-dynasties-period-907-960,Culture,Five Dynasties period (907 - 960),five dynasties period 907 - 960,https://kg.overseas-chinese-artifacts.local/entity/culture/five-dynasties-period-907-960,,2
entity:culture:flaming-pearl,Culture,Flaming pearl,flaming pearl,https://kg.overseas-chinese-artifacts.local/entity/culture/flaming-pearl,,2
entity:culture:floral-patterns,Culture,Floral patterns,floral patterns,https://kg.overseas-chinese-artifacts.local/entity/culture/floral-patterns,,5
entity:culture:flowers,Culture,Flowers,flowers,https://kg.overseas-chinese-artifacts.local/entity/culture/flowers,,75
entity:culture:flute,Culture,Flute,flute,https://kg.overseas-chinese-artifacts.local/entity/culture/flute,,7
entity:culture:fly-whisk,Culture,Fly whisk,fly whisk,https://kg.overseas-chinese-artifacts.local/entity/culture/fly-whisk,,5
entity:culture:folk-tales,Culture,Folk tales,folk tales,https://kg.overseas-chinese-artifacts.local/entity/culture/folk-tales,,1
entity:culture:food,Culture,Food,food,https://kg.overseas-chinese-artifacts.local/entity/culture/food,,12
entity:culture:food-culture,Culture,Food Culture,food culture,https://kg.overseas-chinese-artifacts.local/entity/culture/food-culture,,4
entity:culture:food-habits,Culture,Food habits,food habits,https://kg.overseas-chinese-artifacts.local/entity/culture/food-habits,,8
entity:culture:forests-and-forestry,Culture,Forests and forestry,forests and forestry,https://kg.overseas-chinese-artifacts.local/entity/culture/forests-and-forestry,,2
entity:culture:forgery,Culture,Forgery,forgery,https://kg.overseas-chinese-artifacts.local/entity/culture/forgery,,12
entity:culture:frogs,Culture,Frogs,frogs,https://kg.overseas-chinese-artifacts.local/entity/culture/frogs,,3
entity:culture:fruit,Culture,Fruit,fruit,https://kg.overseas-chinese-artifacts.local/entity/culture/fruit,,14
entity:culture:funeral-rites-and-customs,Culture,Funeral rites and customs,funeral rites and customs,https://kg.overseas-chinese-artifacts.local/entity/culture/funeral-rites-and-customs,,1
entity:culture:funerary,Culture,Funerary,funerary,https://kg.overseas-chinese-artifacts.local/entity/culture/funerary,,44
entity:culture:fungi,Culture,Fungi,fungi,https://kg.overseas-chinese-artifacts.local/entity/culture/fungi,,2
entity:culture:fungus-of-immortality,Culture,Fungus-of-immortality,fungus-of-immortality,https://kg.overseas-chinese-artifacts.local/entity/culture/fungus-of-immortality,,11
entity:culture:furnishings,Culture,Furnishings,furnishings,https://kg.overseas-chinese-artifacts.local/entity/culture/furnishings,,9
entity:culture:game-playing,Culture,Game playing,game playing,https://kg.overseas-chinese-artifacts.local/entity/culture/game-playing,,2
entity:culture:games,Culture,Games,games,https://kg.overseas-chinese-artifacts.local/entity/culture/games,,3
entity:culture:gansu-ware,Culture,Gansu ware,gansu ware,https://kg.overseas-chinese-artifacts.local/entity/culture/gansu-ware,,4
entity:culture:garden-rock,Culture,Garden rock,garden rock,https://kg.overseas-chinese-artifacts.local/entity/culture/garden-rock,,5
entity:culture:gardens,Culture,Gardens,gardens,https://kg.overseas-chinese-artifacts.local/entity/culture/gardens,,21
entity:culture:gautama-buddha,Culture,Gautama Buddha,gautama buddha,https://kg.overseas-chinese-artifacts.local/entity/culture/gautama-buddha,,3
entity:culture:geneaology,Culture,Geneaology,geneaology,https://kg.overseas-chinese-artifacts.local/entity/culture/geneaology,,1
entity:culture:gilding,Culture,Gilding,gilding,https://kg.overseas-chinese-artifacts.local/entity/culture/gilding,,138
entity:culture:glass,Culture,Glass,glass,https://kg.overseas-chinese-artifacts.local/entity/culture/glass,,5
entity:culture:glassblowing,Culture,Glassblowing,glassblowing,https://kg.overseas-chinese-artifacts.local/entity/culture/glassblowing,,3
entity:culture:glassware,Culture,Glassware,glassware,https://kg.overseas-chinese-artifacts.local/entity/culture/glassware,,1
entity:culture:go-game,Culture,Go (Game),go game,https://kg.overseas-chinese-artifacts.local/entity/culture/go-game,,3
entity:culture:goat,Culture,Goat,goat,https://kg.overseas-chinese-artifacts.local/entity/culture/goat,,3
